age,education_num,hours_per_week,log_capital_gain,marital_status_Married,marital_status_Other,relationship_Family,relationship_Other
50,5,40,0.0,1,0,1,0
49,2,45,8.95,1,0,1,0
30,4,45,0.0,1,0,1,0
34,6,35,0.0,0,1,0,1
49,3,40,0.0,0,1,0,1
32,2,40,0.0,1,0,1,0
41,6,40,0.0,0,1,0,1
32,2,40,0.0,1,0,1,0
44,3,40,0.0,1,0,0,1
61,3,6,0.0,1,0,1,0
33,2,40,0.0,1,0,1,0
25,3,40,0.0,1,0,1,0
38,6,42,8.95,1,0,1,0
33,5,42,0.0,0,1,0,1
22,1,40,0.0,0,1,0,1
39,2,81,0.0,0,1,0,1
31,2,20,0.0,0,1,0,1
51,1,40,0.0,1,0,1,0
43,3,40,0.0,1,0,1,0
32,1,40,0.0,0,1,0,1
26,6,40,0.0,0,1,0,1
20,2,80,0.0,0,1,0,1
33,2,40,0.0,1,0,1,0
35,4,40,0.0,1,0,1,0
61,3,20,0.0,0,1,0,1
45,2,40,0.0,0,1,0,1
20,3,6,0.0,0,1,0,1
23,1,35,0.0,0,1,0,1
34,2,25,0.0,1,0,1,0
45,1,40,0.0,1,0,1,0
49,2,40,0.0,0,1,0,1
18,1,20,0.0,0,1,0,1
49,7,80,11.51,0,1,0,1
21,2,35,0.0,0,1,0,1
38,2,40,0.0,1,0,1,0
27,1,45,0.0,0,1,0,1
26,4,55,0.0,1,0,1,0
39,2,40,0.0,0,1,0,1
31,2,40,0.0,1,0,1,0
24,3,30,0.0,0,1,0,1
45,2,40,8.9,1,0,1,0
25,3,40,0.0,0,1,0,1
29,1,40,0.0,0,1,0,1
38,2,40,0.0,0,1,0,1
24,3,20,0.0,0,1,0,1
39,7,50,0.0,1,0,1,0
46,2,40,0.0,1,0,1,0
43,7,53,8.95,1,0,1,0
29,1,38,0.0,0,1,0,1
33,2,40,0.0,0,1,0,1
44,6,37,0.0,0,1,0,1
25,2,40,0.0,1,0,1,0
47,6,65,0.0,1,0,1,0
48,3,50,0.0,1,0,1,0
39,2,40,0.0,0,1,0,1
38,2,40,8.15,1,0,1,0
23,3,35,0.0,0,1,0,1
64,2,50,0.0,1,0,1,0
45,6,45,0.0,1,0,1,0
54,2,40,0.0,1,0,1,0
23,1,35,0.0,0,1,0,1
47,2,40,0.0,1,0,1,0
72,2,2,0.0,1,0,1,0
44,4,40,0.0,0,1,0,1
19,2,20,0.0,0,1,0,1
32,6,60,0.0,1,0,1,0
23,3,15,0.0,0,1,0,1
53,9,40,9.26,0,1,0,1
36,6,45,0.0,0,1,0,1
46,6,40,0.0,1,0,1,0
37,4,40,0.0,1,0,1,0
19,3,40,0.0,0,1,0,1
30,2,40,0.0,1,0,1,0
42,6,55,0.0,1,0,1,0
44,6,50,9.62,1,0,1,0
36,2,70,0.0,1,0,1,0
24,3,40,0.0,0,1,0,1
59,2,48,0.0,1,0,1,0
34,6,50,0.0,0,1,0,1
17,1,30,0.0,0,1,0,1
57,1,22,0.0,1,0,1,0
41,2,40,0.0,0,1,0,1
44,7,55,0.0,0,1,0,1
53,3,40,0.0,1,0,1,0
46,2,58,0.0,1,0,1,0
47,3,40,0.0,1,0,1,0
50,2,60,0.0,0,1,0,1
52,2,45,0.0,0,1,0,1
25,2,40,0.0,0,1,0,1
54,1,65,0.0,1,0,1,0
67,3,20,0.0,0,1,0,1
24,3,30,0.0,0,1,0,1
31,2,24,0.0,0,1,0,1
41,4,70,0.0,1,0,1,0
36,3,45,0.0,0,1,0,1
70,4,24,0.0,1,0,1,0
41,4,45,0.0,0,1,0,1
46,8,50,0.0,0,1,0,1
45,1,40,0.0,0,1,0,1
32,2,40,0.0,0,1,0,1
19,2,40,0.0,0,1,0,1
41,3,40,8.44,0,1,0,1
28,2,40,0.0,1,0,1,0
22,3,48,0.0,0,1,0,1
40,4,40,0.0,0,1,0,1
28,2,50,0.0,1,0,1,0
33,3,40,0.0,0,1,0,1
43,7,40,0.0,0,1,0,1
18,1,20,0.0,0,1,0,1
46,2,40,0.0,1,0,1,0
28,2,45,8.31,1,0,1,0
26,3,20,0.0,0,1,0,1
49,7,45,0.0,1,0,1,0
22,2,40,0.0,0,1,0,1
35,6,50,8.95,1,0,1,0
30,3,32,0.0,1,0,1,0
24,6,40,0.0,0,1,0,1
21,3,48,0.0,1,0,1,0
39,3,65,0.0,0,1,0,1
35,5,35,0.0,0,1,0,1
27,3,40,0.0,0,1,0,1
39,1,20,0.0,0,1,0,1
53,3,40,0.0,1,0,1,0
22,1,40,0.0,0,1,0,1
18,1,16,0.0,0,1,0,1
50,2,55,0.0,1,0,1,0
33,7,45,0.0,1,0,1,0
72,2,20,0.0,1,0,1,0
54,6,40,0.0,0,1,0,1
48,7,50,0.0,1,0,1,0
39,2,50,0.0,0,1,0,1
33,3,40,0.0,1,0,1,0
32,2,45,0.0,1,0,1,0
55,2,40,0.0,0,1,0,1
30,2,40,0.0,1,0,1,0
90,2,40,0.0,0,1,0,1
37,2,36,0.0,1,0,1,0
35,3,45,0.0,1,0,1,0
37,4,40,8.6,0,1,0,1
29,7,30,0.0,1,0,1,0
36,6,45,0.0,1,0,1,0
37,2,45,0.0,1,0,1,0
20,3,20,0.0,0,1,0,1
51,9,40,0.0,0,1,0,1
25,1,40,0.0,0,1,0,1
60,3,40,9.62,1,0,1,0
34,2,72,0.0,1,0,1,0
50,3,40,0.0,1,0,1,0
21,2,20,0.0,0,1,0,1
28,3,40,0.0,0,1,0,1
58,3,40,0.0,1,0,1,0
20,3,25,0.0,0,1,0,1
31,4,60,0.0,0,1,0,1
21,2,20,0.0,0,1,0,1
26,2,40,0.0,0,1,0,1
71,3,30,8.14,1,0,1,0
50,2,40,0.0,0,1,0,1
19,2,20,0.0,0,1,0,1
44,2,45,0.0,1,0,1,0
31,6,48,9.62,1,0,1,0
33,5,50,0.0,0,1,0,1
17,1,40,0.0,0,1,0,1
43,3,40,0.0,1,0,1,0
39,3,35,0.0,0,1,0,1
43,8,30,0.0,1,0,1,0
66,1,40,0.0,0,1,0,1
41,7,60,0.0,1,0,1,0
47,2,35,0.0,1,0,1,0
49,2,40,8.9,1,0,1,0
51,3,40,0.0,0,1,0,1
48,7,40,0.0,0,1,0,1
41,3,32,0.0,1,0,1,0
30,6,33,0.0,1,0,1,0
53,2,40,0.0,1,0,1,0
37,2,40,0.0,1,0,1,0
28,8,50,0.0,0,1,0,1
65,3,40,7.74,1,0,1,0
29,4,90,0.0,1,0,1,0
46,6,40,0.0,1,0,1,0
47,2,40,0.0,1,0,1,0
29,2,27,0.0,1,0,0,1
17,1,35,0.0,0,1,0,1
39,3,50,0.0,1,0,1,0
42,5,40,0.0,0,1,0,1
28,3,40,0.0,1,0,1,0
69,1,20,0.0,1,0,1,0
45,6,40,0.0,0,1,0,1
59,2,70,0.0,1,0,1,0
44,3,40,0.0,0,1,0,1
29,3,40,0.0,0,1,0,1
24,5,20,0.0,1,0,0,1
51,1,45,7.65,1,0,1,0
52,3,40,0.0,1,0,1,0
18,3,40,0.0,0,1,0,1
39,3,90,7.95,1,0,1,0
37,2,40,0.0,0,1,0,1
25,3,34,0.0,0,1,0,1
53,6,40,8.95,1,0,1,0
21,3,40,0.0,0,1,0,1
48,3,40,0.0,0,1,0,1
49,4,40,0.0,1,0,1,0
25,6,50,0.0,0,1,0,1
26,2,40,8.65,0,1,0,1
55,2,60,0.0,1,0,1,0
18,1,20,0.0,0,1,0,1
29,2,40,0.0,0,1,0,1
50,7,40,0.0,1,0,1,0
37,2,68,0.0,0,1,0,1
35,2,30,0.0,0,1,0,1
61,1,40,0.0,0,1,0,1
64,2,40,0.0,1,0,1,0
22,1,30,0.0,0,1,0,1
41,5,40,0.0,1,0,1,0
37,2,12,0.0,0,1,0,1
18,1,30,0.0,0,1,0,1
34,6,40,0.0,0,1,0,1
36,3,40,0.0,1,0,1,0
54,3,40,0.0,1,0,1,0
46,6,40,0.0,1,0,1,0
58,2,20,0.0,0,1,0,1
58,1,50,0.0,1,0,1,0
20,2,40,0.0,0,1,0,1
25,7,43,0.0,0,1,0,1
34,3,65,0.0,1,0,1,0
41,6,50,0.0,1,0,1,0
59,3,16,0.0,1,0,0,1
54,3,18,0.0,1,0,1,0
71,3,40,8.78,1,0,1,0
18,3,50,0.0,0,1,0,1
27,5,45,0.0,1,0,1,0
22,2,40,0.0,0,1,0,1
25,1,40,0.0,0,1,0,1
65,2,17,0.0,0,1,0,1
17,1,20,0.0,0,1,0,1
45,3,84,0.0,1,0,1,0
40,7,50,0.0,1,0,1,0
48,2,40,0.0,0,1,0,1
59,7,60,0.0,1,0,1,0
61,2,35,0.0,0,1,0,1
29,2,40,0.0,1,0,1,0
41,4,55,0.0,1,0,1,0
19,1,25,0.0,0,1,0,1
56,6,20,0.0,1,0,1,0
48,2,40,0.0,1,0,1,0
48,3,40,0.0,1,0,0,1
43,3,40,0.0,1,0,1,0
43,5,40,0.0,0,1,0,1
35,2,45,7.95,1,0,1,0
21,2,35,0.0,0,1,0,1
42,2,50,0.0,1,0,1,0
22,6,40,0.0,0,1,0,1
56,1,49,0.0,0,1,0,1
26,1,40,0.0,1,0,1,0
44,6,38,0.0,0,1,0,1
41,1,40,0.0,1,0,1,0
26,3,45,0.0,1,0,1,0
41,2,40,0.0,0,1,0,1
49,2,40,0.0,1,0,1,0
32,2,40,0.0,1,0,1,0
24,2,50,0.0,0,1,0,1
47,2,32,0.0,0,1,0,1
36,5,50,0.0,1,0,1,0
27,1,40,0.0,1,0,1,0
61,8,40,0.0,1,0,1,0
44,3,80,0.0,0,1,0,1
32,6,50,0.0,0,1,0,1
36,3,45,0.0,1,0,1,0
25,2,40,0.0,0,1,0,1
36,2,52,0.0,1,0,1,0
46,5,40,0.0,1,0,1,0
32,2,40,0.0,0,1,0,1
26,2,40,0.0,1,0,1,0
34,6,60,0.0,1,0,1,0
62,2,40,0.0,1,0,1,0
35,1,40,0.0,0,1,0,1
27,2,40,0.0,0,1,0,1
44,7,38,0.0,1,0,1,0
18,3,40,0.0,0,1,0,1
34,2,44,0.0,1,0,1,0
32,5,40,0.0,1,0,1,0
27,6,40,0.0,0,1,0,1
26,2,40,0.0,1,0,1,0
28,2,38,0.0,0,1,0,1
50,5,40,0.0,0,1,0,1
63,6,40,9.27,1,0,1,0
40,5,40,8.95,1,0,1,0
34,1,40,0.0,1,0,1,0
34,2,45,0.0,1,0,1,0
38,2,40,0.0,0,1,0,1
77,2,32,0.0,0,1,0,1
27,5,40,0.0,1,0,1,0
42,6,60,0.0,1,0,1,0
25,2,48,0.0,0,1,0,1
39,1,34,8.14,1,0,1,0
47,5,50,0.0,1,0,1,0
18,1,40,0.0,0,1,0,1
41,2,40,0.0,0,1,0,1
51,3,48,0.0,0,1,0,1
38,6,45,0.0,0,1,0,1
31,3,40,0.0,1,0,1,0
27,3,50,0.0,0,1,0,1
49,2,40,0.0,1,0,1,0
20,3,15,0.0,0,1,0,1
33,3,40,0.0,1,0,1,0
40,4,40,8.11,0,1,0,1
41,6,72,0.0,1,0,1,0
54,2,20,0.0,1,0,0,1
43,1,25,0.0,1,0,1,0
38,2,45,0.0,1,0,1,0
40,1,40,0.0,1,0,1,0
68,3,25,0.0,0,1,0,1
21,3,40,0.0,1,0,1,0
25,2,40,0.0,0,1,0,1
32,2,50,0.0,1,0,1,0
17,2,20,0.0,0,1,0,1
37,2,60,0.0,1,0,1,0
41,1,55,0.0,1,0,1,0
44,4,40,0.0,0,1,0,1
51,2,40,0.0,0,1,0,1
32,2,40,0.0,1,0,1,0
38,1,40,8.04,1,0,1,0
54,3,40,0.0,1,0,1,0
47,6,40,8.9,1,0,1,0
31,2,50,0.0,0,1,0,1
44,7,60,0.0,1,0,1,0
18,1,40,0.0,0,1,0,1
36,2,40,0.0,1,0,1,0
18,1,20,0.0,0,1,0,1
26,5,40,8.55,1,0,1,0
26,6,10,0.0,0,1,0,1
78,6,3,0.0,1,0,1,0
34,1,50,0.0,1,0,1,0
67,6,40,0.0,1,0,1,0
48,2,40,0.0,1,0,1,0
60,8,70,0.0,1,0,1,0
35,6,50,0.0,0,1,0,1
50,1,40,0.0,1,0,1,0
51,2,40,0.0,1,0,1,0
19,2,16,0.0,0,1,0,1
25,6,40,0.0,0,1,0,1
35,2,27,0.0,0,1,0,1
42,6,40,0.0,1,0,1,0
36,9,30,0.0,0,1,0,1
27,2,40,0.0,0,1,0,1
22,3,40,0.0,0,1,0,1
42,5,40,0.0,1,0,1,0
48,7,40,0.0,0,1,0,1
19,3,20,0.0,0,1,0,1
30,3,25,0.0,1,0,1,0
32,7,60,9.51,0,1,0,1
42,2,40,0.0,0,1,0,1
25,6,30,0.0,0,1,0,1
26,4,40,0.0,0,1,0,1
38,2,50,0.0,1,0,1,0
26,6,20,0.0,0,1,0,1
31,5,40,0.0,1,0,1,0
22,2,20,0.0,0,1,0,1
41,6,50,8.39,1,0,1,0
38,7,55,0.0,0,1,0,1
77,7,6,9.15,1,0,1,0
33,7,50,8.95,1,0,1,0
37,6,45,0.0,0,1,0,1
52,8,40,0.0,1,0,1,0
36,2,40,0.0,1,0,1,0
20,3,35,0.0,0,1,0,1
46,3,40,8.55,1,0,1,0
36,2,40,0.0,1,0,1,0
23,2,40,0.0,0,1,0,1
37,3,55,0.0,1,0,1,0
43,1,40,0.0,1,0,1,0
42,5,40,0.0,0,1,0,1
47,2,48,0.0,1,0,1,0
53,6,40,0.0,1,0,1,0
58,2,40,0.0,0,1,0,1
58,2,70,0.0,1,0,1,0
47,3,20,0.0,1,0,1,0
47,6,36,0.0,1,0,1,0
27,2,35,0.0,1,0,1,0
30,2,45,0.0,1,0,1,0
35,3,40,0.0,0,1,0,1
39,2,50,0.0,1,0,1,0
25,6,30,8.21,0,1,0,1
29,5,50,0.0,0,1,0,1
42,2,40,0.0,1,0,1,0
68,1,30,0.0,0,1,0,1
60,6,40,0.0,1,0,1,0
31,6,48,0.0,0,1,0,1
35,3,50,0.0,1,0,1,0
43,3,55,0.0,1,0,1,0
19,2,30,0.0,0,1,0,1
46,3,40,0.0,0,1,0,1
42,7,50,9.06,0,1,0,1
67,2,12,0.0,1,0,1,0
18,2,20,0.0,0,1,0,1
34,2,40,0.0,0,1,0,1
25,2,45,8.11,0,1,0,1
23,2,40,0.0,0,1,0,1
49,6,60,0.0,1,0,1,0
36,3,40,0.0,0,1,0,1
20,3,15,0.0,0,1,0,1
28,2,40,0.0,0,1,0,1
24,2,50,0.0,0,1,0,1
52,5,40,0.0,1,0,1,0
35,6,40,8.91,0,1,0,1
43,3,40,0.0,1,0,1,0
36,2,40,0.0,0,1,0,1
24,2,50,0.0,1,0,1,0
34,6,50,0.0,1,0,1,0
28,6,65,0.0,0,1,0,1
33,2,35,0.0,0,1,0,1
42,2,90,0.0,1,0,1,0
19,3,35,0.0,0,1,0,1
20,3,60,0.0,0,1,0,1
41,1,40,0.0,1,0,1,0
76,1,16,0.0,0,1,0,1
18,1,25,0.0,0,1,0,1
42,4,40,0.0,1,0,1,0
69,1,25,0.0,1,0,1,0
41,2,60,0.0,1,0,1,0
19,3,16,0.0,0,1,0,1
41,8,45,0.0,1,0,1,0
31,3,40,0.0,1,0,1,0
22,3,20,0.0,0,1,0,1
30,6,45,0.0,0,1,0,1
45,5,40,0.0,0,1,0,1
39,3,40,0.0,0,1,0,1
37,6,40,8.9,1,0,1,0
41,2,45,0.0,1,0,1,0
34,2,50,0.0,0,1,0,1
17,1,15,0.0,0,1,0,1
28,3,40,0.0,1,0,1,0
18,2,20,0.0,0,1,0,1
48,6,50,0.0,1,0,1,0
19,2,40,0.0,0,1,0,1
32,6,45,0.0,1,0,1,0
51,2,40,0.0,1,0,1,0
50,3,40,0.0,1,0,1,0
21,6,25,0.0,0,1,0,1
19,1,25,0.0,0,1,0,1
53,3,20,0.0,0,1,0,1
37,6,40,0.0,0,1,0,1
38,3,40,0.0,0,1,0,1
41,1,70,0.0,1,0,1,0
37,6,40,0.0,0,1,0,1
36,6,60,0.0,0,1,0,1
46,6,45,0.0,0,1,0,1
29,1,20,0.0,0,1,0,1
30,6,50,8.9,1,0,1,0
21,3,40,0.0,0,1,0,1
77,1,10,0.0,1,0,1,0
51,2,60,0.0,1,0,1,0
21,3,35,0.0,0,1,0,1
36,2,40,8.31,1,0,1,0
19,1,40,0.0,0,1,0,1
27,6,45,0.0,0,1,0,1
29,7,36,0.0,1,0,1,0
25,2,40,0.0,0,1,0,1
55,9,60,0.0,0,1,0,1
26,2,35,0.0,0,1,0,1
21,3,25,0.0,0,1,0,1
23,2,24,0.0,0,1,0,1
47,7,38,8.95,1,0,1,0
30,3,40,0.0,0,1,0,1
39,1,12,0.0,0,1,0,1
21,1,40,0.0,0,1,0,1
50,1,49,0.0,1,0,1,0
41,2,41,7.68,0,1,0,1
47,6,40,0.0,1,0,1,0
41,5,40,0.0,0,1,0,1
37,3,50,8.39,1,0,1,0
29,2,50,0.0,0,1,0,1
39,7,65,8.95,1,0,1,0
49,2,40,0.0,1,0,1,0
31,5,45,0.0,1,0,1,0
32,3,60,0.0,1,0,1,0
23,6,40,0.0,0,1,0,1
52,2,40,0.0,1,0,1,0
30,3,48,8.9,1,0,1,0
55,2,55,0.0,1,0,1,0
47,2,45,0.0,1,0,1,0
19,3,40,0.0,0,1,0,1
56,3,60,0.0,1,0,1,0
41,2,40,0.0,0,1,0,1
23,6,45,0.0,0,1,0,1
53,3,40,8.95,1,0,1,0
52,3,16,9.55,0,1,0,1
20,1,20,0.0,0,1,0,1
34,3,40,0.0,1,0,1,0
24,4,45,0.0,1,0,1,0
27,2,40,0.0,1,0,1,0
36,5,50,0.0,0,1,0,1
49,2,50,0.0,0,1,0,1
21,1,40,0.0,0,1,0,1
25,3,40,0.0,0,1,0,1
35,2,40,0.0,1,0,1,0
62,6,38,0.0,1,0,1,0
37,2,40,0.0,1,0,1,0
32,4,40,0.0,1,0,1,0
35,7,35,0.0,1,0,1,0
30,2,30,0.0,1,0,1,0
51,2,40,0.0,0,1,0,1
41,8,40,0.0,1,0,1,0
44,7,40,0.0,0,1,0,1
28,2,40,9.62,1,0,1,0
58,6,40,0.0,1,0,1,0
25,1,45,0.0,0,1,0,1
44,1,40,0.0,0,1,0,1
34,2,40,0.0,0,1,0,1
17,1,20,0.0,0,1,0,1
46,2,40,0.0,0,1,0,1
50,8,40,0.0,1,0,1,0
19,3,24,0.0,0,1,0,1
19,3,40,0.0,0,1,0,1
47,2,38,0.0,0,1,0,1
69,5,6,7.99,0,1,0,1
34,3,55,0.0,1,0,1,0
28,6,40,0.0,0,1,0,1
38,3,15,0.0,1,0,1,0
61,2,40,0.0,0,1,0,1
20,3,40,0.0,1,0,1,0
53,2,40,0.0,0,1,0,1
49,3,40,0.0,1,0,1,0
52,6,40,0.0,1,0,1,0
43,1,40,0.0,1,0,1,0
19,3,20,0.0,0,1,0,1
40,5,40,0.0,0,1,0,1
46,6,32,0.0,0,1,0,1
39,2,26,0.0,1,0,1,0
43,2,40,0.0,1,0,1,0
47,2,48,0.0,1,0,1,0
19,3,30,0.0,0,1,0,1
37,4,40,0.0,1,0,1,0
68,1,20,0.0,0,1,0,1
40,2,40,0.0,1,0,1,0
51,2,40,0.0,1,0,1,0
40,3,35,0.0,0,1,0,1
58,1,40,0.0,0,1,0,1
28,1,40,0.0,1,0,1,0
44,4,20,0.0,1,0,0,1
40,6,70,0.0,0,1,0,1
39,2,60,0.0,1,0,1,0
18,1,18,0.0,0,1,0,1
45,4,32,0.0,0,1,0,1
55,2,40,0.0,0,1,0,1
45,3,40,0.0,0,1,0,1
38,6,40,0.0,1,0,1,0
20,5,20,0.0,0,1,0,1
36,2,40,0.0,0,1,0,1
28,2,48,0.0,0,1,0,1
44,8,40,0.0,1,0,1,0
38,6,50,8.9,1,0,1,0
