age,education_num,hours_per_week,log_capital_gain,marital_status_Married,marital_status_Other,relationship_Family,relationship_Other
46.0,2,40.0,0.0,1,0,1,0
28.0,3,40.0,0.0,1,0,1,0
28.0,1,40.0,0.0,1,0,1,0
45.0,1,40.0,0.0,1,0,1,0
46.0,2,40.0,0.0,1,0,1,0
23.0,2,40.0,0.0,0,1,0,1
35.0,6,45.0,0.0,1,0,1,0
59.0,3,16.0,0.0,1,0,0,1
60.0,1,37.0,8.0,1,0,1,0
54.0,2,40.0,0.0,1,0,1,0
23.0,3,24.0,0.0,0,1,0,1
43.0,7,20.0,0.0,0,1,0,1
78.0,1,10.0,0.0,1,0,1,0
29.0,2,40.0,8.0,1,0,1,0
57.0,1,40.0,0.0,1,0,1,0
21.0,3,30.0,0.0,0,1,0,1
32.0,6,56.0,0.0,1,0,1,0
21.0,3,35.0,0.0,0,1,0,1
40.0,4,40.0,0.0,1,0,1,0
49.0,6,40.0,0.0,1,0,1,0
32.0,6,40.0,0.0,0,1,0,1
38.0,1,40.0,0.0,1,0,1,0
30.0,2,52.0,0.0,1,0,1,0
47.0,6,35.0,10.0,0,1,0,1
23.0,1,50.0,0.0,1,0,1,0
44.0,2,25.0,0.0,0,1,0,1
47.0,6,60.0,0.0,1,0,1,0
24.0,3,40.0,0.0,0,1,0,1
65.0,2,40.0,0.0,1,0,1,0
20.0,2,45.0,0.0,0,1,0,1
29.0,2,48.0,8.0,1,0,1,0
27.0,6,55.0,0.0,1,0,1,0
25.0,6,60.0,8.0,1,0,1,0
39.0,6,60.0,0.0,1,0,1,0
40.0,2,40.0,0.0,1,0,1,0
65.0,4,25.0,0.0,1,0,1,0
23.0,3,30.0,0.0,1,0,1,0
32.0,2,50.0,9.0,1,0,1,0
33.0,3,52.0,0.0,0,1,0,1
37.0,1,40.0,9.0,1,0,1,0
44.0,7,60.0,0.0,1,0,1,0
33.0,3,40.0,0.0,0,1,0,1
46.0,4,40.0,0.0,1,0,1,0
42.0,2,60.0,0.0,1,0,1,0
41.0,4,40.0,0.0,0,1,0,1
25.0,6,40.0,0.0,0,1,0,1
23.0,4,20.0,0.0,0,1,0,1
55.0,7,40.0,0.0,1,0,1,0
71.0,9,10.0,0.0,1,0,1,0
37.0,2,40.0,0.0,1,0,1,0
20.0,3,40.0,0.0,0,1,0,1
52.0,7,40.0,10.0,1,0,1,0
26.0,7,40.0,8.0,0,1,0,1
31.0,2,35.0,0.0,0,1,0,1
27.0,1,60.0,0.0,0,1,0,1
41.0,2,40.0,0.0,0,1,0,1
38.0,3,40.0,0.0,0,1,0,1
43.0,3,40.0,0.0,0,1,0,1
55.0,1,40.0,0.0,1,0,1,0
29.0,7,50.0,0.0,0,1,0,1
25.0,3,40.0,0.0,1,0,1,0
40.0,7,50.0,0.0,1,0,1,0
29.0,3,40.0,0.0,0,1,0,1
43.0,1,42.0,0.0,0,1,0,1
43.0,8,50.0,0.0,0,1,0,1
51.0,2,40.0,0.0,0,1,0,1
24.0,6,40.0,0.0,0,1,0,1
48.0,3,8.0,0.0,1,0,1,0
44.0,3,48.0,0.0,0,1,0,1
19.0,2,12.0,0.0,0,1,0,1
59.0,9,50.0,0.0,1,0,1,0
19.0,3,24.0,0.0,0,1,0,1
20.0,3,25.0,0.0,0,1,0,1
34.0,6,15.0,0.0,0,1,0,1
27.0,3,45.0,0.0,0,1,0,1
57.0,2,40.0,12.0,1,0,1,0
37.0,2,40.0,0.0,0,1,0,1
43.0,3,40.0,0.0,0,1,0,1
32.0,2,36.0,0.0,1,0,1,0
35.0,2,35.0,0.0,0,1,0,1
21.0,3,24.0,0.0,0,1,0,1
28.0,2,50.0,0.0,0,1,0,1
21.0,3,8.0,0.0,0,1,0,1
40.0,2,40.0,0.0,0,1,0,1
30.0,7,10.0,0.0,1,0,1,0
42.0,3,40.0,0.0,1,0,1,0
20.0,1,40.0,0.0,0,1,0,1
43.0,2,40.0,0.0,1,0,1,0
20.0,2,48.0,0.0,0,1,0,1
29.0,1,25.0,0.0,0,1,0,1
34.0,3,40.0,0.0,1,0,1,0
36.0,2,40.0,0.0,1,0,1,0
25.0,2,40.0,0.0,0,1,0,1
59.0,2,30.0,0.0,1,0,1,0
60.0,6,45.0,0.0,1,0,1,0
51.0,6,25.0,0.0,1,0,1,0
55.0,1,40.0,0.0,1,0,1,0
39.0,6,50.0,0.0,1,0,1,0
18.0,2,40.0,0.0,0,1,0,1
32.0,6,45.0,9.0,1,0,1,0
37.0,4,54.0,0.0,1,0,1,0
32.0,2,22.0,8.0,1,0,1,0
41.0,1,40.0,0.0,0,1,0,1
23.0,3,22.0,0.0,0,1,0,1
30.0,2,40.0,0.0,0,1,0,1
54.0,3,40.0,0.0,0,1,0,1
30.0,3,25.0,0.0,1,0,1,0
26.0,2,40.0,0.0,0,1,0,1
30.0,6,40.0,0.0,1,0,1,0
22.0,2,40.0,0.0,0,1,0,1
35.0,6,45.0,0.0,1,0,1,0
31.0,3,40.0,0.0,1,0,1,0
33.0,3,26.0,0.0,1,0,1,0
46.0,2,40.0,0.0,1,0,1,0
32.0,6,40.0,0.0,0,1,0,1
42.0,2,99.0,0.0,1,0,1,0
33.0,3,40.0,0.0,1,0,1,0
18.0,2,22.0,0.0,0,1,0,1
72.0,1,20.0,0.0,0,1,0,1
32.0,1,45.0,0.0,1,0,1,0
55.0,3,70.0,0.0,1,0,1,0
22.0,2,40.0,0.0,0,1,0,1
27.0,2,40.0,0.0,0,1,0,1
23.0,3,40.0,0.0,0,1,0,1
21.0,1,56.0,0.0,1,0,1,0
58.0,2,40.0,0.0,1,0,1,0
57.0,9,60.0,0.0,0,1,0,1
56.0,1,20.0,0.0,0,1,0,1
57.0,6,40.0,0.0,1,0,1,0
38.0,2,40.0,0.0,1,0,1,0
40.0,2,40.0,0.0,1,0,1,0
26.0,3,18.0,0.0,1,0,1,0
41.0,2,38.0,0.0,1,0,1,0
40.0,4,60.0,0.0,1,0,1,0
32.0,3,50.0,0.0,1,0,1,0
42.0,6,52.0,0.0,1,0,1,0
43.0,5,40.0,0.0,0,1,0,1
24.0,2,45.0,0.0,1,0,1,0
19.0,2,20.0,0.0,0,1,0,1
19.0,2,60.0,0.0,0,1,0,1
17.0,2,20.0,0.0,0,1,0,1
40.0,3,50.0,0.0,1,0,1,0
41.0,4,40.0,8.0,0,1,0,1
50.0,2,40.0,0.0,0,1,0,1
69.0,8,34.0,0.0,1,0,1,0
41.0,3,25.0,0.0,1,0,1,0
32.0,2,55.0,9.0,1,0,1,0
46.0,1,75.0,0.0,1,0,1,0
37.0,3,40.0,0.0,0,1,0,1
55.0,3,40.0,0.0,1,0,1,0
39.0,6,32.0,9.0,1,0,1,0
49.0,1,40.0,0.0,1,0,1,0
55.0,9,60.0,0.0,0,1,0,1
24.0,6,40.0,0.0,1,0,1,0
23.0,2,40.0,0.0,0,1,0,1
33.0,4,36.0,0.0,1,0,1,0
40.0,6,45.0,0.0,1,0,1,0
36.0,2,40.0,0.0,1,0,1,0
19.0,3,25.0,0.0,0,1,0,1
22.0,2,40.0,0.0,0,1,0,1
43.0,6,55.0,0.0,1,0,1,0
67.0,1,40.0,8.0,0,1,0,1
35.0,3,70.0,9.0,1,0,1,0
30.0,2,40.0,0.0,0,1,0,1
19.0,2,16.0,0.0,0,1,0,1
32.0,3,45.0,8.0,0,1,0,1
34.0,7,40.0,0.0,0,1,0,1
42.0,1,40.0,0.0,0,1,0,1
49.0,7,50.0,0.0,1,0,1,0
27.0,1,45.0,0.0,0,1,0,1
22.0,3,20.0,0.0,0,1,0,1
40.0,3,40.0,0.0,0,1,0,1
26.0,3,20.0,0.0,0,1,0,1
21.0,3,40.0,0.0,0,1,0,1
40.0,3,40.0,7.0,0,1,0,1
25.0,2,50.0,0.0,0,1,0,1
26.0,2,40.0,0.0,0,1,0,1
43.0,1,40.0,0.0,0,1,0,1
33.0,3,40.0,0.0,1,0,1,0
41.0,3,45.0,8.0,0,1,0,1
23.0,3,15.0,0.0,0,1,0,1
28.0,3,60.0,0.0,0,1,0,1
53.0,7,55.0,0.0,1,0,1,0
30.0,3,48.0,9.0,1,0,1,0
61.0,3,40.0,0.0,0,1,0,1
24.0,6,50.0,0.0,0,1,0,1
57.0,1,45.0,7.0,1,0,1,0
36.0,2,40.0,0.0,0,1,0,1
45.0,6,40.0,0.0,1,0,1,0
35.0,6,50.0,0.0,1,0,1,0
49.0,3,56.0,0.0,1,0,1,0
58.0,1,40.0,9.0,1,0,1,0
46.0,2,40.0,0.0,1,0,1,0
30.0,1,40.0,0.0,0,1,0,1
31.0,2,40.0,0.0,0,1,0,1
25.0,2,36.0,0.0,0,1,0,1
55.0,2,45.0,0.0,1,0,1,0
28.0,2,43.0,0.0,1,0,1,0
38.0,3,40.0,0.0,1,0,1,0
34.0,4,48.0,0.0,1,0,1,0
55.0,6,40.0,0.0,1,0,1,0
45.0,6,40.0,0.0,1,0,1,0
37.0,3,40.0,0.0,0,1,0,1
40.0,6,45.0,0.0,0,1,0,1
36.0,2,70.0,0.0,0,1,0,1
34.0,3,40.0,0.0,1,0,1,0
27.0,7,45.0,0.0,1,0,1,0
27.0,3,30.0,0.0,0,1,0,1
54.0,2,40.0,0.0,1,0,1,0
50.0,6,40.0,0.0,0,1,0,1
40.0,8,60.0,0.0,0,1,0,1
40.0,3,40.0,0.0,1,0,0,1
28.0,1,24.0,0.0,0,1,0,1
19.0,2,40.0,0.0,0,1,0,1
39.0,7,55.0,0.0,1,0,1,0
43.0,7,45.0,9.0,1,0,1,0
45.0,1,52.0,0.0,1,0,1,0
60.0,1,30.0,0.0,1,0,1,0
63.0,2,40.0,0.0,1,0,1,0
30.0,3,8.0,0.0,0,1,0,1
39.0,6,40.0,0.0,0,1,0,1
18.0,1,15.0,0.0,0,1,0,1
21.0,3,40.0,0.0,0,1,0,1
27.0,1,40.0,0.0,1,0,1,0
57.0,2,40.0,10.0,1,0,1,0
59.0,2,48.0,0.0,1,0,1,0
31.0,1,40.0,0.0,0,1,0,1
37.0,2,49.0,0.0,0,1,0,1
60.0,6,40.0,9.0,1,0,1,0
18.0,1,28.0,0.0,0,1,0,1
59.0,7,55.0,0.0,1,0,1,0
23.0,3,60.0,0.0,0,1,0,1
50.0,3,40.0,0.0,0,1,0,1
46.0,3,50.0,0.0,1,0,1,0
24.0,3,45.0,0.0,1,0,1,0
52.0,1,40.0,0.0,1,0,1,0
48.0,3,30.0,0.0,0,1,0,1
43.0,2,60.0,0.0,0,1,0,1
48.0,2,40.0,0.0,0,1,0,1
38.0,6,40.0,0.0,1,0,1,0
82.0,3,20.0,0.0,0,1,0,1
54.0,3,42.0,0.0,0,1,0,1
44.0,1,40.0,0.0,0,1,0,1
46.0,1,30.0,0.0,0,1,0,1
34.0,2,35.0,0.0,0,1,0,1
52.0,6,40.0,0.0,1,0,1,0
41.0,1,40.0,0.0,0,1,0,1
71.0,6,30.0,9.0,1,0,1,0
44.0,6,50.0,10.0,1,0,1,0
35.0,4,40.0,0.0,1,0,1,0
39.0,3,35.0,0.0,0,1,0,1
54.0,1,45.0,0.0,0,1,0,1
50.0,3,60.0,0.0,1,0,1,0
17.0,1,20.0,0.0,0,1,0,1
41.0,2,40.0,0.0,0,1,0,1
35.0,2,60.0,0.0,1,0,1,0
52.0,7,40.0,0.0,1,0,1,0
18.0,1,20.0,0.0,0,1,0,1
26.0,1,40.0,0.0,1,0,1,0
24.0,3,52.0,8.0,0,1,0,1
65.0,2,40.0,0.0,1,0,1,0
34.0,7,50.0,0.0,1,0,1,0
26.0,3,40.0,0.0,0,1,0,1
21.0,2,35.0,0.0,0,1,0,1
48.0,7,40.0,0.0,1,0,1,0
48.0,7,45.0,0.0,1,0,1,0
43.0,3,40.0,0.0,1,0,1,0
44.0,2,48.0,0.0,0,1,0,1
23.0,6,42.0,0.0,0,1,0,1
21.0,2,40.0,0.0,0,1,0,1
18.0,2,25.0,0.0,0,1,0,1
45.0,4,3.0,0.0,1,0,1,0
81.0,1,28.0,8.0,1,0,1,0
51.0,3,40.0,0.0,1,0,1,0
36.0,8,40.0,0.0,0,1,0,1
25.0,2,60.0,8.0,0,1,0,1
24.0,6,50.0,0.0,0,1,0,1
19.0,3,50.0,0.0,0,1,0,1
63.0,3,40.0,0.0,0,1,0,1
27.0,2,50.0,0.0,0,1,0,1
33.0,6,38.0,0.0,1,0,1,0
42.0,4,40.0,0.0,1,0,1,0
33.0,2,38.0,0.0,1,0,1,0
33.0,3,40.0,8.0,1,0,1,0
26.0,6,48.0,0.0,0,1,0,1
26.0,3,40.0,0.0,1,0,1,0
43.0,2,70.0,0.0,1,0,1,0
56.0,3,48.0,0.0,0,1,0,1
53.0,2,46.0,0.0,1,0,1,0
33.0,2,40.0,0.0,0,1,0,1
39.0,2,45.0,0.0,1,0,1,0
27.0,6,45.0,0.0,1,0,1,0
22.0,1,35.0,0.0,0,1,0,1
51.0,2,40.0,0.0,1,0,1,0
22.0,2,40.0,0.0,0,1,0,1
56.0,6,20.0,0.0,0,1,0,1
37.0,4,40.0,0.0,1,0,1,0
41.0,2,40.0,0.0,0,1,0,1
45.0,2,50.0,0.0,1,0,1,0
46.0,2,40.0,0.0,1,0,1,0
42.0,6,55.0,0.0,0,1,0,1
57.0,3,50.0,9.0,1,0,1,0
31.0,2,8.0,0.0,0,1,0,1
34.0,3,40.0,0.0,0,1,0,1
30.0,4,24.0,0.0,1,0,1,0
49.0,6,30.0,9.0,1,0,1,0
29.0,3,40.0,0.0,0,1,0,1
36.0,3,20.0,0.0,1,0,1,0
46.0,6,55.0,0.0,1,0,1,0
22.0,2,40.0,0.0,1,0,1,0
36.0,3,40.0,0.0,1,0,1,0
34.0,2,45.0,0.0,1,0,1,0
38.0,2,40.0,0.0,0,1,0,1
26.0,2,40.0,0.0,0,1,0,1
48.0,3,40.0,0.0,0,1,0,1
71.0,1,10.0,0.0,0,1,0,1
56.0,7,40.0,0.0,0,1,0,1
26.0,2,52.0,0.0,1,0,1,0
45.0,3,45.0,0.0,0,1,0,1
51.0,2,40.0,0.0,1,0,1,0
41.0,2,40.0,0.0,1,0,1,0
21.0,3,20.0,0.0,0,1,0,1
36.0,6,40.0,0.0,0,1,0,1
33.0,2,40.0,0.0,0,1,0,1
57.0,2,48.0,0.0,1,0,1,0
41.0,6,40.0,0.0,0,1,0,1
41.0,7,60.0,0.0,0,1,0,1
60.0,2,40.0,0.0,1,0,1,0
43.0,3,40.0,0.0,1,0,1,0
25.0,2,50.0,0.0,0,1,0,1
18.0,1,23.0,0.0,0,1,0,1
43.0,8,60.0,10.0,1,0,1,0
60.0,1,35.0,0.0,0,1,0,1
40.0,5,40.0,0.0,1,0,1,0
30.0,6,60.0,10.0,0,1,0,1
51.0,3,40.0,0.0,0,1,0,1
39.0,3,50.0,0.0,1,0,1,0
50.0,1,40.0,0.0,1,0,1,0
23.0,1,40.0,0.0,0,1,0,1
41.0,2,32.0,0.0,0,1,0,1
40.0,2,40.0,0.0,0,1,0,1
60.0,2,28.0,0.0,1,0,1,0
46.0,7,22.0,0.0,1,0,1,0
41.0,4,10.0,0.0,0,1,0,1
54.0,2,35.0,0.0,1,0,1,0
37.0,2,40.0,0.0,0,1,0,1
43.0,4,40.0,0.0,0,1,0,1
35.0,8,50.0,0.0,1,0,1,0
44.0,2,45.0,0.0,0,1,0,1
45.0,1,38.0,0.0,0,1,0,1
69.0,2,40.0,0.0,1,0,1,0
45.0,4,50.0,0.0,1,0,1,0
51.0,1,8.0,0.0,1,0,1,0
39.0,2,35.0,0.0,0,1,0,1
48.0,3,40.0,0.0,1,0,1,0
22.0,6,18.0,0.0,0,1,0,1
59.0,1,40.0,0.0,0,1,0,1
24.0,3,40.0,0.0,0,1,0,1
60.0,1,40.0,0.0,0,1,0,1
27.0,3,40.0,0.0,1,0,1,0
38.0,3,50.0,0.0,1,0,1,0
44.0,3,55.0,0.0,1,0,1,0
19.0,3,40.0,0.0,0,1,0,1
20.0,3,35.0,0.0,0,1,0,1
28.0,5,45.0,0.0,1,0,1,0
27.0,3,49.0,0.0,1,0,1,0
43.0,2,40.0,0.0,1,0,1,0
25.0,2,50.0,0.0,1,0,1,0
43.0,3,50.0,0.0,1,0,1,0
50.0,1,40.0,0.0,1,0,1,0
25.0,1,40.0,0.0,1,0,1,0
55.0,2,40.0,0.0,0,1,0,1
33.0,3,56.0,0.0,1,0,1,0
29.0,2,40.0,0.0,1,0,1,0
24.0,3,40.0,0.0,0,1,0,1
44.0,1,36.0,0.0,0,1,0,1
28.0,4,40.0,0.0,1,0,1,0
39.0,6,35.0,0.0,0,1,0,1
25.0,6,50.0,0.0,0,1,0,1
50.0,2,40.0,0.0,1,0,1,0
45.0,2,40.0,0.0,0,1,0,1
41.0,4,55.0,0.0,1,0,1,0
38.0,2,40.0,0.0,0,1,0,1
68.0,2,50.0,0.0,1,0,1,0
46.0,2,40.0,0.0,1,0,1,0
33.0,7,19.0,0.0,1,0,1,0
19.0,2,40.0,0.0,0,1,0,1
17.0,1,8.0,0.0,0,1,0,1
48.0,2,45.0,8.0,1,0,1,0
29.0,3,40.0,0.0,0,1,0,1
39.0,8,45.0,0.0,1,0,1,0
36.0,2,40.0,0.0,0,1,0,1
47.0,2,40.0,0.0,1,0,1,0
59.0,3,80.0,0.0,1,0,1,0
30.0,1,30.0,0.0,0,1,0,1
50.0,2,40.0,0.0,1,0,1,0
50.0,5,40.0,0.0,0,1,0,1
18.0,1,20.0,0.0,0,1,0,1
52.0,3,40.0,0.0,0,1,0,1
18.0,1,15.0,0.0,0,1,0,1
43.0,2,43.0,9.0,0,1,0,1
69.0,2,8.0,0.0,1,0,1,0
22.0,3,20.0,0.0,0,1,0,1
62.0,2,40.0,0.0,1,0,1,0
63.0,3,24.0,0.0,0,1,0,1
51.0,6,40.0,0.0,1,0,1,0
46.0,3,40.0,0.0,0,1,0,1
31.0,2,56.0,0.0,0,1,0,1
45.0,2,40.0,0.0,0,1,0,1
26.0,6,40.0,0.0,0,1,0,1
41.0,2,40.0,0.0,0,1,0,1
41.0,6,50.0,8.0,1,0,1,0
38.0,5,33.0,9.0,1,0,1,0
38.0,3,40.0,0.0,0,1,0,1
50.0,3,30.0,0.0,1,0,1,0
62.0,2,40.0,0.0,1,0,1,0
41.0,3,40.0,0.0,0,1,0,1
26.0,3,40.0,0.0,0,1,0,1
40.0,3,40.0,0.0,0,1,0,1
35.0,2,45.0,0.0,1,0,1,0
44.0,3,40.0,0.0,0,1,0,1
51.0,6,40.0,0.0,1,0,1,0
29.0,2,40.0,0.0,1,0,1,0
59.0,8,25.0,0.0,1,0,1,0
38.0,6,40.0,0.0,0,1,0,1
40.0,3,40.0,0.0,0,1,0,1
26.0,2,20.0,0.0,1,0,1,0
26.0,3,50.0,0.0,1,0,1,0
22.0,4,10.0,0.0,0,1,0,1
45.0,4,44.0,0.0,0,1,0,1
47.0,2,40.0,0.0,0,1,0,1
30.0,2,30.0,0.0,0,1,0,1
38.0,2,50.0,0.0,1,0,1,0
34.0,1,40.0,0.0,1,0,1,0
25.0,1,40.0,0.0,0,1,0,1
26.0,2,40.0,0.0,0,1,0,1
41.0,3,42.0,9.0,1,0,1,0
30.0,2,50.0,0.0,1,0,1,0
38.0,3,50.0,0.0,1,0,1,0
30.0,2,44.0,0.0,1,0,1,0
51.0,6,8.0,0.0,1,0,1,0
49.0,4,40.0,0.0,0,1,0,1
19.0,2,16.0,0.0,0,1,0,1
34.0,3,42.0,0.0,1,0,1,0
32.0,3,40.0,0.0,1,0,1,0
34.0,2,50.0,0.0,1,0,1,0
30.0,2,40.0,0.0,0,1,0,1
43.0,2,40.0,9.0,1,0,1,0
30.0,7,40.0,0.0,1,0,1,0
34.0,2,40.0,0.0,1,0,1,0
30.0,2,40.0,0.0,1,0,0,1
38.0,3,20.0,0.0,0,1,0,1
44.0,2,40.0,0.0,1,0,1,0
56.0,3,50.0,0.0,1,0,1,0
29.0,2,40.0,0.0,1,0,1,0
35.0,2,90.0,0.0,1,0,1,0
17.0,1,5.0,0.0,0,1,0,1
37.0,6,40.0,0.0,0,1,0,1
56.0,6,40.0,0.0,0,1,0,1
32.0,6,60.0,8.0,0,1,0,1
38.0,8,50.0,0.0,1,0,1,0
32.0,3,48.0,0.0,0,1,0,1
30.0,1,40.0,0.0,1,0,1,0
32.0,3,35.0,0.0,1,0,1,0
45.0,6,40.0,0.0,1,0,1,0
55.0,2,50.0,0.0,1,0,1,0
40.0,3,40.0,0.0,1,0,1,0
31.0,2,40.0,0.0,1,0,1,0
26.0,6,40.0,0.0,0,1,0,1
41.0,3,50.0,9.0,1,0,1,0
40.0,3,17.0,0.0,1,0,1,0
53.0,6,48.0,0.0,1,0,1,0
31.0,3,40.0,0.0,0,1,0,1
36.0,3,40.0,0.0,0,1,0,1
47.0,2,45.0,0.0,1,0,1,0
60.0,4,60.0,0.0,1,0,1,0
42.0,7,40.0,0.0,0,1,0,1
30.0,1,37.0,0.0,1,0,1,0
47.0,7,40.0,9.0,1,0,1,0
32.0,3,40.0,0.0,0,1,0,1
61.0,3,18.0,10.0,1,0,1,0
35.0,6,60.0,0.0,1,0,1,0
47.0,2,30.0,0.0,1,0,1,0
41.0,2,40.0,0.0,0,1,0,1
42.0,2,40.0,0.0,1,0,1,0
47.0,4,40.0,0.0,1,0,1,0
61.0,2,55.0,0.0,0,1,0,1
69.0,2,20.0,0.0,1,0,1,0
20.0,2,38.0,0.0,0,1,0,1
18.0,1,12.0,0.0,0,1,0,1
18.0,3,4.0,0.0,0,1,0,1
36.0,2,28.0,0.0,0,1,0,1
52.0,1,45.0,0.0,1,0,1,0
26.0,8,30.0,0.0,0,1,0,1
49.0,2,40.0,0.0,1,0,1,0
32.0,2,40.0,0.0,0,1,0,1
37.0,2,40.0,0.0,1,0,1,0
22.0,2,25.0,0.0,0,1,0,1
71.0,3,30.0,8.0,1,0,1,0
23.0,3,12.0,0.0,0,1,0,1
49.0,2,40.0,0.0,1,0,1,0
54.0,7,40.0,0.0,0,1,0,1
65.0,3,35.0,0.0,1,0,1,0
20.0,1,25.0,0.0,0,1,0,1
38.0,6,60.0,0.0,1,0,1,0
21.0,3,15.0,0.0,0,1,0,1
17.0,1,15.0,0.0,0,1,0,1
32.0,6,40.0,0.0,1,0,1,0
53.0,6,40.0,9.0,1,0,1,0
65.0,3,16.0,0.0,1,0,1,0
34.0,1,40.0,0.0,0,1,0,1
34.0,3,60.0,0.0,1,0,1,0
19.0,2,40.0,0.0,0,1,0,1
42.0,3,40.0,0.0,0,1,0,1
60.0,2,40.0,0.0,1,0,1,0
53.0,1,48.0,0.0,0,1,0,1
52.0,4,40.0,0.0,1,0,1,0
58.0,6,35.0,0.0,1,0,1,0
17.0,1,17.0,0.0,0,1,0,1
46.0,6,60.0,0.0,1,0,1,0
21.0,3,48.0,0.0,0,1,0,1
34.0,3,40.0,0.0,1,0,1,0
74.0,1,40.0,0.0,1,0,1,0
40.0,2,40.0,0.0,1,0,1,0
37.0,2,60.0,0.0,1,0,1,0
63.0,3,22.0,0.0,0,1,0,1
25.0,6,40.0,0.0,0,1,0,1
39.0,2,40.0,0.0,0,1,0,1
31.0,3,40.0,0.0,1,0,1,0
40.0,2,40.0,8.0,1,0,0,1
40.0,2,40.0,0.0,0,1,0,1
40.0,6,37.0,0.0,0,1,0,1
27.0,6,40.0,0.0,0,1,0,1
56.0,2,35.0,0.0,1,0,1,0
22.0,2,40.0,0.0,0,1,0,1
42.0,6,60.0,0.0,1,0,1,0
28.0,2,40.0,0.0,1,0,1,0
31.0,4,40.0,0.0,0,1,0,1
28.0,3,40.0,0.0,1,0,1,0
50.0,3,52.0,0.0,1,0,1,0
31.0,6,50.0,8.0,0,1,0,1
31.0,6,40.0,0.0,0,1,0,1
23.0,6,40.0,0.0,1,0,0,1
45.0,2,40.0,0.0,0,1,0,1
46.0,3,40.0,0.0,1,0,0,1
37.0,3,40.0,0.0,0,1,0,1
